MONTH_DATE,CITY,COMPOSITE_BENCHMARK,COMPOSITE_BENCHMARK_CHANGE,MORTGAGE_ARREARS,LOAN_TO_INCOME_RATIO,DEBT_SERVICE_RATIO,MORTGAGE_RATE_5YRS_FIXED,MORTGAGE_RATE_5YRS_VARIABLE,POLICY_RATE,POLICY_RATE_CHANGE,BENCHMARK_TO_RATE_RATIO,BENCHMARK_YOY_PERCENTAGE_CHANGE
2018-01-01,CALGARY,420700,,20.0,280.79,16.9,3.19,2.55,1.25,,336560.0,
2018-02-01,CALGARY,423100,2400.0,,,,3.24,2.5,1.25,0.0,338480.0,
2018-03-01,CALGARY,425500,2400.0,,,,3.24,2.5,1.25,0.0,340400.0,
2018-04-01,CALGARY,426800,1300.0,20.0,267.87,16.17,3.24,2.5,1.25,0.0,341440.0,
2018-05-01,CALGARY,426900,100.0,,,,3.34,2.45,1.25,0.0,341520.0,
2018-06-01,CALGARY,427800,900.0,,,,3.34,2.55,1.25,0.0,342240.0,
2018-07-01,CALGARY,426200,-1600.0,20.0,272.89,16.44,3.34,2.7,1.5,0.25,284133.33,
2018-08-01,CALGARY,424000,-2200.0,,,,3.34,2.8,1.5,0.0,282666.67,
2018-09-01,CALGARY,420500,-3500.0,,,,3.44,2.8,1.5,0.0,280333.33,
2018-10-01,CALGARY,420400,-100.0,20.0,271.9,16.69,3.54,2.95,1.75,0.25,240228.57,
2018-11-01,CALGARY,417300,-3100.0,,,,3.59,2.95,1.75,0.0,238457.14,
2018-12-01,CALGARY,413200,-4100.0,,,,3.6,3.1,1.75,0.0,236114.29,
2019-01-01,CALGARY,410000,-3200.0,21.0,271.89,17.11,3.59,2.95,1.75,0.0,234285.71,-2.54
2019-02-01,CALGARY,409500,-500.0,,,,3.49,2.95,1.75,0.0,234000.0,-3.21
2019-03-01,CALGARY,411100,1600.0,,,,3.29,2.95,1.75,0.0,234914.29,-3.38
2019-04-01,CALGARY,411900,800.0,21.0,273.05,16.59,3.09,2.95,1.75,0.0,235371.43,-3.49
2019-05-01,CALGARY,413100,1200.0,,,,2.99,2.95,1.75,0.0,236057.14,-3.23
2019-06-01,CALGARY,414100,1000.0,,,,2.79,2.97,1.75,0.0,236628.57,-3.2
2019-07-01,CALGARY,414400,300.0,21.0,282.51,16.63,2.77,2.95,1.75,0.0,236800.0,-2.77
2019-08-01,CALGARY,414100,-300.0,,,,2.69,2.99,1.75,0.0,236628.57,-2.33
2019-09-01,CALGARY,413200,-900.0,,,,2.69,2.95,1.75,0.0,236114.29,-1.74
2019-10-01,CALGARY,411500,-1700.0,21.0,284.93,16.61,2.79,2.95,1.75,0.0,235142.86,-2.12
2019-11-01,CALGARY,407900,-3600.0,,,,2.74,2.95,1.75,0.0,233085.71,-2.25
2019-12-01,CALGARY,406300,-1600.0,,,,2.84,2.95,1.75,0.0,232171.43,-1.67
2020-01-01,CALGARY,404500,-1800.0,21.0,284.11,16.56,2.82,2.89,1.75,0.0,231142.86,-1.34
2020-02-01,CALGARY,406400,1900.0,,,,2.69,2.35,1.75,0.0,232228.57,-0.76
2020-03-01,CALGARY,408500,2100.0,,,,2.54,2.08,0.25,-1.5,1634000.0,-0.63
2020-04-01,CALGARY,404200,-4300.0,22.0,283.42,15.85,2.54,2.25,0.25,0.0,1616800.0,-1.87
2020-05-01,CALGARY,404300,100.0,,,,2.39,2.2,0.25,0.0,1617200.0,-2.13
2020-06-01,CALGARY,403500,-800.0,,,,2.24,2.0,0.25,0.0,1614000.0,-2.56
2020-07-01,CALGARY,409600,6100.0,22.0,295.17,15.9,2.09,1.99,0.25,0.0,1638400.0,-1.16
2020-08-01,CALGARY,412000,2400.0,,,,1.99,1.9,0.25,0.0,1648000.0,-0.51
2020-09-01,CALGARY,413900,1900.0,,,,1.87,1.8,0.25,0.0,1655600.0,0.17
2020-10-01,CALGARY,415900,2000.0,20.0,306.74,15.95,1.83,1.75,0.25,0.0,1663600.0,1.07
2020-11-01,CALGARY,417700,1800.0,,,,1.79,1.7,0.25,0.0,1670800.0,2.4
2020-12-01,CALGARY,417600,-100.0,,,,1.74,1.6,0.25,0.0,1670400.0,2.78
2021-01-01,CALGARY,419600,2000.0,19.0,306.9,15.72,1.69,1.5,0.25,0.0,1678400.0,3.73
2021-02-01,CALGARY,426500,6900.0,,,,1.69,1.5,0.25,0.0,1706000.0,4.95
2021-03-01,CALGARY,439900,13400.0,,,,1.94,1.45,0.25,0.0,1759600.0,7.69
2021-04-01,CALGARY,448100,8200.0,17.0,316.35,16.08,2.04,1.45,0.25,0.0,1792400.0,10.86
2021-05-01,CALGARY,454700,6600.0,,,,2.09,1.43,0.25,0.0,1818800.0,12.47
2021-06-01,CALGARY,458600,3900.0,,,,2.09,1.43,0.25,0.0,1834400.0,13.66
2021-07-01,CALGARY,460600,2000.0,16.0,318.61,16.11,2.09,1.38,0.25,0.0,1842400.0,12.45
2021-08-01,CALGARY,458400,-2200.0,,,,2.09,1.35,0.25,0.0,1833600.0,11.26
2021-09-01,CALGARY,456500,-1900.0,,,,1.94,1.3,0.25,0.0,1826000.0,10.29
2021-10-01,CALGARY,458300,1800.0,14.000000000000002,318.8,16.04,2.19,1.3,0.25,0.0,1833200.0,10.19
2021-11-01,CALGARY,458700,400.0,,,,2.52,1.3,0.25,0.0,1834800.0,9.82
2021-12-01,CALGARY,461500,2800.0,,,,2.64,1.35,0.25,0.0,1846000.0,10.51
2022-01-01,CALGARY,473800,12300.0,13.0,318.9,16.29,2.74,1.35,0.25,0.0,1895200.0,12.92
2022-02-01,CALGARY,501100,27300.0,,,,2.89,1.41,0.25,0.0,2004400.0,17.49
2022-03-01,CALGARY,514600,13500.0,,,,3.04,1.75,0.5,0.25,1029200.0,16.98
2022-04-01,CALGARY,522400,7800.0,12.0,315.67,17.41,3.29,2.3,1.0,0.5,522400.0,16.58
2022-05-01,CALGARY,523500,1100.0,,,,3.79,2.7,1.0,0.0,523500.0,15.13
2022-06-01,CALGARY,521800,-1700.0,,,,4.09,3.0,1.5,0.5,347866.67,13.78
2022-07-01,CALGARY,519000,-2800.0,12.0,303.44,18.86,4.54,3.8,2.5,1.0,207600.0,12.68
2022-08-01,CALGARY,512900,-6100.0,,,,4.59,4.0,2.5,0.0,205160.0,11.89
2022-09-01,CALGARY,507900,-5000.0,,,,4.59,4.55,3.25,0.75,156276.92,11.26
2022-10-01,CALGARY,504500,-3400.0,12.0,285.71,19.54,5.14,5.0,3.75,0.5,134533.33,10.08
2022-11-01,CALGARY,501300,-3200.0,,,,5.14,5.05,3.75,0.0,133680.0,9.29
2022-12-01,CALGARY,498800,-2500.0,,,,4.99,5.55,4.25,0.5,117364.71,8.08
2023-01-01,CALGARY,502600,3800.0,12.0,280.0,19.72,4.79,5.8,4.5,0.25,111688.89,6.08
2023-02-01,CALGARY,512000,9400.0,,,,4.84,5.8,4.5,0.0,113777.78,2.18
2023-03-01,CALGARY,518700,6700.0,,,,4.74,5.8,4.5,0.0,115266.67,0.8
2023-04-01,CALGARY,529400,10700.0,12.0,283.96,19.66,4.59,5.8,4.5,0.0,117644.44,1.34
2023-05-01,CALGARY,536100,6700.0,,,,4.79,5.8,4.5,0.0,119133.33,2.41
2023-06-01,CALGARY,543300,7200.0,,,,4.95,6.05,4.75,0.25,114378.95,4.12
2023-07-01,CALGARY,546000,2700.0,13.0,286.86,20.41,5.19,6.3,5.0,0.25,109200.0,5.2
2023-08-01,CALGARY,548200,2200.0,,,,5.49,6.3,5.0,0.0,109640.0,6.88
2023-09-01,CALGARY,548200,0.0,,,,5.59,6.3,5.0,0.0,109640.0,7.93
2023-10-01,CALGARY,549800,1600.0,14.000000000000002,275.05,20.6,5.72,6.3,5.0,0.0,109960.0,8.98
2023-11-01,CALGARY,551700,1900.0,,,,5.64,6.3,5.0,0.0,110340.0,10.05
2023-12-01,CALGARY,548600,-3100.0,,,,5.24,6.3,5.0,0.0,109720.0,9.98
2024-01-01,CALGARY,552500,3900.0,15.0,279.01,20.37,5.09,6.3,5.0,0.0,110500.0,9.93
2024-02-01,CALGARY,564800,12300.0,,,,4.99,6.3,5.0,0.0,112960.0,10.31
2024-03-01,CALGARY,574900,10100.0,,,,4.99,6.3,5.0,0.0,114980.0,10.83
2024-04-01,CALGARY,581500,6600.0,15.0,,20.25,4.94,6.25,5.0,0.0,116300.0,9.84
2024-05-01,CALGARY,588000,6500.0,,,,4.89,6.25,5.0,0.0,117600.0,9.68
2024-06-01,CALGARY,589900,1900.0,,,,4.84,6.0,4.75,-0.25,124189.47,8.58
2024-07-01,CALGARY,589500,-400.0,16.0,,20.01,4.74,5.75,4.5,-0.25,131000.0,7.97
2024-08-01,CALGARY,587100,-2400.0,,,,4.64,5.7,4.5,0.0,130466.67,7.1
2024-09-01,CALGARY,583200,-3900.0,,,,4.39,5.5,4.25,-0.25,137223.53,6.38
2024-10-01,CALGARY,578900,-4300.0,17.0,,19.81,4.39,5.05,3.75,-0.5,154373.33,5.29
2024-11-01,CALGARY,576600,-2300.0,,,,4.34,5.01,3.75,0.0,153760.0,4.51
2024-12-01,CALGARY,573400,-3200.0,,,,4.34,4.55,3.25,-0.5,176430.77,4.52
2025-01-01,CALGARY,574100,700.0,18.0,,19.48,4.27,4.45,3.0,-0.25,191366.67,3.91
2025-02-01,CALGARY,577700,3600.0,,,,4.19,4.35,3.0,0.0,192566.67,2.28
2025-03-01,CALGARY,583500,5800.0,,,,3.99,4.15,2.75,-0.25,212181.82,1.5
2025-04-01,CALGARY,583300,-200.0,19.0,,18.84,3.99,4.2,2.75,0.0,212109.09,0.31
2025-05-01,CALGARY,583500,200.0,,,,3.99,4.25,2.75,0.0,212181.82,-0.77
2025-06-01,CALGARY,580700,-2800.0,,,,4.09,4.25,2.75,0.0,211163.64,-1.56
2025-07-01,CALGARY,578300,-2400.0,20.0,,18.96,4.19,4.25,2.75,0.0,210290.91,-1.9
2025-08-01,CALGARY,573000,-5300.0,,,,4.2,4.27,2.75,0.0,208363.64,-2.4
2025-09-01,CALGARY,568000,-5000.0,,,,4.24,4.05,2.5,-0.25,227200.0,-2.61
2025-10-01,CALGARY,565500,-2500.0,21.0,,18.77,4.14,3.9,2.25,-0.25,251333.33,-2.31
2025-11-01,CALGARY,557700,-7800.0,,,,4.04,3.75,2.25,0.0,247866.67,-3.28
2025-12-01,CALGARY,554800,-2900.0,,,,4.14,3.75,2.25,0.0,246577.78,-3.24
2026-01-01,CALGARY,555500,700.0,,,,4.14,3.7,2.25,0.0,246888.89,-3.24
2026-02-01,CALGARY,562000,6500.0,,,,3.99,3.7,2.25,0.0,249777.78,-2.72
2018-01-01,EDMONTON,345000,,20.0,280.79,16.9,3.19,2.55,1.25,,276000.0,
2018-02-01,EDMONTON,348900,3900.0,,,,3.24,2.5,1.25,0.0,279120.0,
2018-03-01,EDMONTON,351500,2600.0,,,,3.24,2.5,1.25,0.0,281200.0,
2018-04-01,EDMONTON,352900,1400.0,20.0,267.87,16.17,3.24,2.5,1.25,0.0,282320.0,
2018-05-01,EDMONTON,355100,2200.0,,,,3.34,2.45,1.25,0.0,284080.0,
2018-06-01,EDMONTON,355100,0.0,,,,3.34,2.55,1.25,0.0,284080.0,
2018-07-01,EDMONTON,353700,-1400.0,20.0,272.89,16.44,3.34,2.7,1.5,0.25,235800.0,
2018-08-01,EDMONTON,351200,-2500.0,,,,3.34,2.8,1.5,0.0,234133.33,
2018-09-01,EDMONTON,347200,-4000.0,,,,3.44,2.8,1.5,0.0,231466.67,
2018-10-01,EDMONTON,344800,-2400.0,20.0,271.9,16.69,3.54,2.95,1.75,0.25,197028.57,
2018-11-01,EDMONTON,342500,-2300.0,,,,3.59,2.95,1.75,0.0,195714.29,
2018-12-01,EDMONTON,339600,-2900.0,,,,3.6,3.1,1.75,0.0,194057.14,
2019-01-01,EDMONTON,337600,-2000.0,21.0,271.89,17.11,3.59,2.95,1.75,0.0,192914.29,-2.14
2019-02-01,EDMONTON,338100,500.0,,,,3.49,2.95,1.75,0.0,193200.0,-3.1
2019-03-01,EDMONTON,342400,4300.0,,,,3.29,2.95,1.75,0.0,195657.14,-2.59
2019-04-01,EDMONTON,343900,1500.0,21.0,273.05,16.59,3.09,2.95,1.75,0.0,196514.29,-2.55
2019-05-01,EDMONTON,345600,1700.0,,,,2.99,2.95,1.75,0.0,197485.71,-2.68
2019-06-01,EDMONTON,346400,800.0,,,,2.79,2.97,1.75,0.0,197942.86,-2.45
2019-07-01,EDMONTON,345600,-800.0,21.0,282.51,16.63,2.77,2.95,1.75,0.0,197485.71,-2.29
2019-08-01,EDMONTON,344000,-1600.0,,,,2.69,2.99,1.75,0.0,196571.43,-2.05
2019-09-01,EDMONTON,341700,-2300.0,,,,2.69,2.95,1.75,0.0,195257.14,-1.58
2019-10-01,EDMONTON,340300,-1400.0,21.0,284.93,16.61,2.79,2.95,1.75,0.0,194457.14,-1.31
2019-11-01,EDMONTON,337700,-2600.0,,,,2.74,2.95,1.75,0.0,192971.43,-1.4
2019-12-01,EDMONTON,333900,-3800.0,,,,2.84,2.95,1.75,0.0,190800.0,-1.68
2020-01-01,EDMONTON,334700,800.0,21.0,284.11,16.56,2.82,2.89,1.75,0.0,191257.14,-0.86
2020-02-01,EDMONTON,334400,-300.0,,,,2.69,2.35,1.75,0.0,191085.71,-1.09
2020-03-01,EDMONTON,338700,4300.0,,,,2.54,2.08,0.25,-1.5,1354800.0,-1.08
2020-04-01,EDMONTON,337100,-1600.0,22.0,283.42,15.85,2.54,2.25,0.25,0.0,1348400.0,-1.98
2020-05-01,EDMONTON,338300,1200.0,,,,2.39,2.2,0.25,0.0,1353200.0,-2.11
2020-06-01,EDMONTON,342700,4400.0,,,,2.24,2.0,0.25,0.0,1370800.0,-1.07
2020-07-01,EDMONTON,344500,1800.0,22.0,295.17,15.9,2.09,1.99,0.25,0.0,1378000.0,-0.32
2020-08-01,EDMONTON,347400,2900.0,,,,1.99,1.9,0.25,0.0,1389600.0,0.99
2020-09-01,EDMONTON,348100,700.0,,,,1.87,1.8,0.25,0.0,1392400.0,1.87
2020-10-01,EDMONTON,347700,-400.0,20.0,306.74,15.95,1.83,1.75,0.25,0.0,1390800.0,2.17
2020-11-01,EDMONTON,348500,800.0,,,,1.79,1.7,0.25,0.0,1394000.0,3.2
2020-12-01,EDMONTON,347900,-600.0,,,,1.74,1.6,0.25,0.0,1391600.0,4.19
2021-01-01,EDMONTON,348000,100.0,19.0,306.9,15.72,1.69,1.5,0.25,0.0,1392000.0,3.97
2021-02-01,EDMONTON,352400,4400.0,,,,1.69,1.5,0.25,0.0,1409600.0,5.38
2021-03-01,EDMONTON,360100,7700.0,,,,1.94,1.45,0.25,0.0,1440400.0,6.32
2021-04-01,EDMONTON,367200,7100.0,17.0,316.35,16.08,2.04,1.45,0.25,0.0,1468800.0,8.93
2021-05-01,EDMONTON,371800,4600.0,,,,2.09,1.43,0.25,0.0,1487200.0,9.9
2021-06-01,EDMONTON,374400,2600.0,,,,2.09,1.43,0.25,0.0,1497600.0,9.25
2021-07-01,EDMONTON,374200,-200.0,16.0,318.61,16.11,2.09,1.38,0.25,0.0,1496800.0,8.62
2021-08-01,EDMONTON,372600,-1600.0,,,,2.09,1.35,0.25,0.0,1490400.0,7.25
2021-09-01,EDMONTON,369900,-2700.0,,,,1.94,1.3,0.25,0.0,1479600.0,6.26
2021-10-01,EDMONTON,370900,1000.0,14.000000000000002,318.8,16.04,2.19,1.3,0.25,0.0,1483600.0,6.67
2021-11-01,EDMONTON,365600,-5300.0,,,,2.52,1.3,0.25,0.0,1462400.0,4.91
2021-12-01,EDMONTON,365100,-500.0,,,,2.64,1.35,0.25,0.0,1460400.0,4.94
2022-01-01,EDMONTON,371100,6000.0,13.0,318.9,16.29,2.74,1.35,0.25,0.0,1484400.0,6.64
2022-02-01,EDMONTON,382900,11800.0,,,,2.89,1.41,0.25,0.0,1531600.0,8.65
2022-03-01,EDMONTON,397400,14500.0,,,,3.04,1.75,0.5,0.25,794800.0,10.36
2022-04-01,EDMONTON,404100,6700.0,12.0,315.67,17.41,3.29,2.3,1.0,0.5,404100.0,10.05
2022-05-01,EDMONTON,404100,0.0,,,,3.79,2.7,1.0,0.0,404100.0,8.69
2022-06-01,EDMONTON,403500,-600.0,,,,4.09,3.0,1.5,0.5,269000.0,7.77
2022-07-01,EDMONTON,397700,-5800.0,12.0,303.44,18.86,4.54,3.8,2.5,1.0,159080.0,6.28
2022-08-01,EDMONTON,386900,-10800.0,,,,4.59,4.0,2.5,0.0,154760.0,3.84
2022-09-01,EDMONTON,376900,-10000.0,,,,4.59,4.55,3.25,0.75,115969.23,1.89
2022-10-01,EDMONTON,366600,-10300.0,12.0,285.71,19.54,5.14,5.0,3.75,0.5,97760.0,-1.16
2022-11-01,EDMONTON,361300,-5300.0,,,,5.14,5.05,3.75,0.0,96346.67,-1.18
2022-12-01,EDMONTON,359900,-1400.0,,,,4.99,5.55,4.25,0.5,84682.35,-1.42
2023-01-01,EDMONTON,357000,-2900.0,12.0,280.0,19.72,4.79,5.8,4.5,0.25,79333.33,-3.8
2023-02-01,EDMONTON,359200,2200.0,,,,4.84,5.8,4.5,0.0,79822.22,-6.19
2023-03-01,EDMONTON,366900,7700.0,,,,4.74,5.8,4.5,0.0,81533.33,-7.67
2023-04-01,EDMONTON,367800,900.0,12.0,283.96,19.66,4.59,5.8,4.5,0.0,81733.33,-8.98
2023-05-01,EDMONTON,369800,2000.0,,,,4.79,5.8,4.5,0.0,82177.78,-8.49
2023-06-01,EDMONTON,374400,4600.0,,,,4.95,6.05,4.75,0.25,78821.05,-7.21
2023-07-01,EDMONTON,372600,-1800.0,13.0,286.86,20.41,5.19,6.3,5.0,0.25,74520.0,-6.31
2023-08-01,EDMONTON,371900,-700.0,,,,5.49,6.3,5.0,0.0,74380.0,-3.88
2023-09-01,EDMONTON,370800,-1100.0,,,,5.59,6.3,5.0,0.0,74160.0,-1.62
2023-10-01,EDMONTON,367700,-3100.0,14.000000000000002,275.05,20.6,5.72,6.3,5.0,0.0,73540.0,0.3
2023-11-01,EDMONTON,365500,-2200.0,,,,5.64,6.3,5.0,0.0,73100.0,1.16
2023-12-01,EDMONTON,367500,2000.0,,,,5.24,6.3,5.0,0.0,73500.0,2.11
2024-01-01,EDMONTON,366800,-700.0,15.0,279.01,20.37,5.09,6.3,5.0,0.0,73360.0,2.75
2024-02-01,EDMONTON,374900,8100.0,,,,4.99,6.3,5.0,0.0,74980.0,4.37
2024-03-01,EDMONTON,383200,8300.0,,,,4.99,6.3,5.0,0.0,76640.0,4.44
2024-04-01,EDMONTON,387900,4700.0,15.0,,20.25,4.94,6.25,5.0,0.0,77580.0,5.46
2024-05-01,EDMONTON,391500,3600.0,,,,4.89,6.25,5.0,0.0,78300.0,5.87
2024-06-01,EDMONTON,400000,8500.0,,,,4.84,6.0,4.75,-0.25,84210.53,6.84
2024-07-01,EDMONTON,398400,-1600.0,16.0,,20.01,4.74,5.75,4.5,-0.25,88533.33,6.92
2024-08-01,EDMONTON,398700,300.0,,,,4.64,5.7,4.5,0.0,88600.0,7.21
2024-09-01,EDMONTON,397500,-1200.0,,,,4.39,5.5,4.25,-0.25,93529.41,7.2
2024-10-01,EDMONTON,395100,-2400.0,17.0,,19.81,4.39,5.05,3.75,-0.5,105360.0,7.45
2024-11-01,EDMONTON,393600,-1500.0,,,,4.34,5.01,3.75,0.0,104960.0,7.69
2024-12-01,EDMONTON,395800,2200.0,,,,4.34,4.55,3.25,-0.5,121784.62,7.7
2025-01-01,EDMONTON,410900,15100.0,18.0,,19.48,4.27,4.45,3.0,-0.25,136966.67,12.02
2025-02-01,EDMONTON,420800,9900.0,,,,4.19,4.35,3.0,0.0,140266.67,12.24
2025-03-01,EDMONTON,430900,10100.0,,,,3.99,4.15,2.75,-0.25,156690.91,12.45
2025-04-01,EDMONTON,430700,-200.0,19.0,,18.84,3.99,4.2,2.75,0.0,156618.18,11.03
2025-05-01,EDMONTON,432200,1500.0,,,,3.99,4.25,2.75,0.0,157163.64,10.4
2025-06-01,EDMONTON,433000,800.0,,,,4.09,4.25,2.75,0.0,157454.55,8.25
2025-07-01,EDMONTON,421800,-11200.0,20.0,,18.96,4.19,4.25,2.75,0.0,153381.82,5.87
2025-08-01,EDMONTON,421800,0.0,,,,4.2,4.27,2.75,0.0,153381.82,5.79
2025-09-01,EDMONTON,417100,-4700.0,,,,4.24,4.05,2.5,-0.25,166840.0,4.93
2025-10-01,EDMONTON,413800,-3300.0,21.0,,18.77,4.14,3.9,2.25,-0.25,183911.11,4.73
2025-11-01,EDMONTON,408600,-5200.0,,,,4.04,3.75,2.25,0.0,181600.0,3.81
2025-12-01,EDMONTON,408300,-300.0,,,,4.14,3.75,2.25,0.0,181466.67,3.16
2026-01-01,EDMONTON,409000,700.0,,,,4.14,3.7,2.25,0.0,181777.78,-0.46
2026-02-01,EDMONTON,412300,3300.0,,,,3.99,3.7,2.25,0.0,183244.44,-2.02
2018-01-01,GREATER_TORONTO,749600,,20.0,280.79,16.9,3.19,2.55,1.25,,599680.0,
2018-02-01,GREATER_TORONTO,756000,6400.0,,,,3.24,2.5,1.25,0.0,604800.0,
2018-03-01,GREATER_TORONTO,763700,7700.0,,,,3.24,2.5,1.25,0.0,610960.0,
2018-04-01,GREATER_TORONTO,768300,4600.0,20.0,267.87,16.17,3.24,2.5,1.25,0.0,614640.0,
2018-05-01,GREATER_TORONTO,768600,300.0,,,,3.34,2.45,1.25,0.0,614880.0,
2018-06-01,GREATER_TORONTO,763800,-4800.0,,,,3.34,2.55,1.25,0.0,611040.0,
2018-07-01,GREATER_TORONTO,762100,-1700.0,20.0,272.89,16.44,3.34,2.7,1.5,0.25,508066.67,
2018-08-01,GREATER_TORONTO,757900,-4200.0,,,,3.34,2.8,1.5,0.0,505266.67,
2018-09-01,GREATER_TORONTO,761200,3300.0,,,,3.44,2.8,1.5,0.0,507466.67,
2018-10-01,GREATER_TORONTO,759500,-1700.0,20.0,271.9,16.69,3.54,2.95,1.75,0.25,434000.0,
2018-11-01,GREATER_TORONTO,755000,-4500.0,,,,3.59,2.95,1.75,0.0,431428.57,
2018-12-01,GREATER_TORONTO,751500,-3500.0,,,,3.6,3.1,1.75,0.0,429428.57,
2019-01-01,GREATER_TORONTO,753200,1700.0,21.0,271.89,17.11,3.59,2.95,1.75,0.0,430400.0,0.48
2019-02-01,GREATER_TORONTO,760500,7300.0,,,,3.49,2.95,1.75,0.0,434571.43,0.6
2019-03-01,GREATER_TORONTO,766200,5700.0,,,,3.29,2.95,1.75,0.0,437828.57,0.33
2019-04-01,GREATER_TORONTO,770700,4500.0,21.0,273.05,16.59,3.09,2.95,1.75,0.0,440400.0,0.31
2019-05-01,GREATER_TORONTO,773400,2700.0,,,,2.99,2.95,1.75,0.0,441942.86,0.62
2019-06-01,GREATER_TORONTO,773800,400.0,,,,2.79,2.97,1.75,0.0,442171.43,1.31
2019-07-01,GREATER_TORONTO,774200,400.0,21.0,282.51,16.63,2.77,2.95,1.75,0.0,442400.0,1.59
2019-08-01,GREATER_TORONTO,774100,-100.0,,,,2.69,2.99,1.75,0.0,442342.86,2.14
2019-09-01,GREATER_TORONTO,776100,2000.0,,,,2.69,2.95,1.75,0.0,443485.71,1.96
2019-10-01,GREATER_TORONTO,781700,5600.0,21.0,284.93,16.61,2.79,2.95,1.75,0.0,446685.71,2.92
2019-11-01,GREATER_TORONTO,784000,2300.0,,,,2.74,2.95,1.75,0.0,448000.0,3.84
2019-12-01,GREATER_TORONTO,785100,1100.0,,,,2.84,2.95,1.75,0.0,448628.57,4.47
2020-01-01,GREATER_TORONTO,799400,14300.0,21.0,284.11,16.56,2.82,2.89,1.75,0.0,456800.0,6.13
2020-02-01,GREATER_TORONTO,825000,25600.0,,,,2.69,2.35,1.75,0.0,471428.57,8.48
2020-03-01,GREATER_TORONTO,837100,12100.0,,,,2.54,2.08,0.25,-1.5,3348400.0,9.25
2020-04-01,GREATER_TORONTO,823600,-13500.0,22.0,283.42,15.85,2.54,2.25,0.25,0.0,3294400.0,6.86
2020-05-01,GREATER_TORONTO,827700,4100.0,,,,2.39,2.2,0.25,0.0,3310800.0,7.02
2020-06-01,GREATER_TORONTO,836600,8900.0,,,,2.24,2.0,0.25,0.0,3346400.0,8.12
2020-07-01,GREATER_TORONTO,848700,12100.0,22.0,295.17,15.9,2.09,1.99,0.25,0.0,3394800.0,9.62
2020-08-01,GREATER_TORONTO,862500,13800.0,,,,1.99,1.9,0.25,0.0,3450000.0,11.42
2020-09-01,GREATER_TORONTO,865800,3300.0,,,,1.87,1.8,0.25,0.0,3463200.0,11.56
2020-10-01,GREATER_TORONTO,869600,3800.0,20.0,306.74,15.95,1.83,1.75,0.25,0.0,3478400.0,11.24
2020-11-01,GREATER_TORONTO,881800,12200.0,,,,1.79,1.7,0.25,0.0,3527200.0,12.47
2020-12-01,GREATER_TORONTO,892400,10600.0,,,,1.74,1.6,0.25,0.0,3569600.0,13.67
2021-01-01,GREATER_TORONTO,924500,32100.0,19.0,306.9,15.72,1.69,1.5,0.25,0.0,3698000.0,15.65
2021-02-01,GREATER_TORONTO,966600,42100.0,,,,1.69,1.5,0.25,0.0,3866400.0,17.16
2021-03-01,GREATER_TORONTO,994100,27500.0,,,,1.94,1.45,0.25,0.0,3976400.0,18.76
2021-04-01,GREATER_TORONTO,1006200,12100.0,17.0,316.35,16.08,2.04,1.45,0.25,0.0,4024800.0,22.17
2021-05-01,GREATER_TORONTO,1028700,22500.0,,,,2.09,1.43,0.25,0.0,4114800.0,24.28
2021-06-01,GREATER_TORONTO,1026400,-2300.0,,,,2.09,1.43,0.25,0.0,4105600.0,22.69
2021-07-01,GREATER_TORONTO,1032800,6400.0,16.0,318.61,16.11,2.09,1.38,0.25,0.0,4131200.0,21.69
2021-08-01,GREATER_TORONTO,1040300,7500.0,,,,2.09,1.35,0.25,0.0,4161200.0,20.61
2021-09-01,GREATER_TORONTO,1067000,26700.0,,,,1.94,1.3,0.25,0.0,4268000.0,23.24
2021-10-01,GREATER_TORONTO,1090600,23600.0,14.000000000000002,318.8,16.04,2.19,1.3,0.25,0.0,4362400.0,25.41
2021-11-01,GREATER_TORONTO,1116700,26100.0,,,,2.52,1.3,0.25,0.0,4466800.0,26.64
2021-12-01,GREATER_TORONTO,1138400,21700.0,,,,2.64,1.35,0.25,0.0,4553600.0,27.57
2022-01-01,GREATER_TORONTO,1213500,75100.0,13.0,318.9,16.29,2.74,1.35,0.25,0.0,4854000.0,31.26
2022-02-01,GREATER_TORONTO,1279800,66300.0,,,,2.89,1.41,0.25,0.0,5119200.0,32.4
2022-03-01,GREATER_TORONTO,1276200,-3600.0,,,,3.04,1.75,0.5,0.25,2552400.0,28.38
2022-04-01,GREATER_TORONTO,1240800,-35400.0,12.0,315.67,17.41,3.29,2.3,1.0,0.5,1240800.0,23.32
2022-05-01,GREATER_TORONTO,1199100,-41700.0,,,,3.79,2.7,1.0,0.0,1199100.0,16.56
2022-06-01,GREATER_TORONTO,1149400,-49700.0,,,,4.09,3.0,1.5,0.5,766266.67,11.98
2022-07-01,GREATER_TORONTO,1101500,-47900.0,12.0,303.44,18.86,4.54,3.8,2.5,1.0,440600.0,6.65
2022-08-01,GREATER_TORONTO,1075000,-26500.0,,,,4.59,4.0,2.5,0.0,430000.0,3.34
2022-09-01,GREATER_TORONTO,1064400,-10600.0,,,,4.59,4.55,3.25,0.75,327507.69,-0.24
2022-10-01,GREATER_TORONTO,1048100,-16300.0,12.0,285.71,19.54,5.14,5.0,3.75,0.5,279493.33,-3.9
2022-11-01,GREATER_TORONTO,1039200,-8900.0,,,,5.14,5.05,3.75,0.0,277120.0,-6.94
